x,y,z,r,g,b
-10.5304,-7.4651,-35.5065,96,90,81
-10.5656,-7.4610,-35.4718,96,90,81
-10.9479,-2.4691,-35.6491,93,85,82
-11.1862,-18.7114,-36.5841,28,30,30
-10.2554,6.7312,-37.8819,190,184,168
-17.6687,-27.7804,-35.7240,145,134,92
-17.6976,-19.2703,-36.9098,33,32,28
-26.4939,-1.7430,-24.9753,229,140,94
-20.8346,-28.9463,-35.6948,123,119,74
-21.7837,-23.0992,-36.5594,42,36,33
-23.6482,-26.7822,-35.8207,21,31,20
12.0609,-22.5956,-36.2685,189,182,164
-27.6238,-23.3602,-36.8045,116,114,118
-28.0158,-21.4866,-36.9934,130,131,133
36.2837,-12.5102,-37.6757,211,216,221
-9.4713,-28.8860,-35.8709,170,171,168
20.1445,31.2808,-35.8882,169,173,186
15.7023,-21.5175,-36.2901,98,109,55
17.6278,-21.2390,-36.3436,111,119,53
1.4738,-3.3508,-25.8309,127,133,148
12.1744,-21.0580,-35.9513,108,128,58
5.6060,31.5827,-38.2082,78,89,96
-12.6469,-26.8673,-35.8056,144,150,98
-10.8218,-26.8772,-35.8960,78,82,50
-1.6317,-36.1618,-36.3430,174,170,169
-10.1896,-11.1926,-32.3979,160,174,189
-11.6607,4.8907,-35.1467,62,64,63
-2.3330,-25.8148,-36.0153,199,194,184
-11.3434,-26.3252,-35.8948,41,57,25
-11.9106,-24.6752,-36.7869,88,90,36
-14.8352,18.5643,-38.0913,96,110,58
-17.6963,-18.9626,-36.8094,19,21,19
-21.3151,-12.4688,-32.7844,101,137,48
-19.6634,-25.9549,-35.8311,43,40,37
-21.9999,-27.8315,-36.3351,64,77,41
-21.9999,-27.8315,-36.3351,64,77,41
-23.6896,-20.5667,-37.1233,121,124,95
12.7503,38.7096,-37.7844,250,251,253
6.4819,-33.8488,-36.7004,123,127,96
6.0422,-37.6141,-36.6291,101,113,51
5.0124,-19.6955,-37.0303,117,121,62
-4.1496,-19.2296,-36.5015,44,42,25
-8.7357,7.2014,-32.8425,23,34,9
-9.0932,10.5765,-37.9719,0,0,0
-12.5813,-17.4654,-36.9784,207,201,193
-14.8622,-26.5914,-35.8612,34,40,17
-17.6566,-19.7878,-36.2052,8,13,12
45.0073,2.7852,-37.6553,39,61,95
28.8140,32.2832,-35.5792,177,179,197
25.2162,31.9725,-35.5222,143,147,151
6.6081,-23.1042,-35.6976,95,119,53
4.4890,-34.0166,-36.2824,104,108,63
-1.6023,-23.9140,-35.8573,169,150,95
-10.7286,-6.2855,-27.7736,153,168,181
-1.4404,28.3286,-36.6549,182,197,213
-18.1324,-18.8076,-37.1736,196,196,187
-21.6866,-19.4192,-37.5427,188,179,162
28.2008,-14.1654,-36.3919,208,231,237
19.8793,31.5333,-33.8607,239,243,246
19.2801,27.5406,-39.0717,220,219,216
7.9457,28.3663,-37.3041,60,62,83
7.9752,26.0401,-38.2733,74,103,43
-26.2931,-25.9881,-36.5775,18,19,10
-27.0332,-21.4908,-36.9866,156,148,129
2.2363,-5.9020,-26.6574,226,171,140
17.6522,17.5093,-37.1189,62,56,61
14.6505,32.9876,-37.8694,209,203,188
13.3736,30.0076,-37.7387,29,23,26
9.1504,26.8143,-37.0727,214,211,203
9.1504,26.8143,-37.0727,214,211,203
-1.8826,-35.2207,-36.4079,179,177,172
-2.8839,-23.1237,-36.3952,57,67,17
-3.7081,28.3959,-37.6553,78,90,64
3.8802,25.6697,-37.9064,61,71,90
-11.9001,-18.7902,-36.9933,46,55,60
18.6073,31.6146,-36.1530,233,232,233
-2.2956,-2.9905,-24.9728,225,164,124
-2.2956,-2.9905,-24.9728,225,164,124
-10.7023,-4.7356,-35.4928,141,55,65
-14.4514,23.4914,-38.1936,139,138,132
-26.6362,12.1968,-37.8255,166,166,162
53.6225,18.3055,-36.6737,17,32,12
-22.9450,15.0711,-38.0014,74,78,93
51.9289,24.9335,-38.4226,59,75,36
-11.1263,7.0080,-37.8558,89,94,97
-3.1588,13.1220,-37.9986,66,70,73
26.9220,32.0849,-29.8491,184,185,190
8.6336,38.0513,-38.3431,196,198,193
13.2168,-39.5327,-37.1734,0,0,0
1.0878,-34.4226,-36.5606,156,140,129
-29.4352,-23.0056,-37.5592,156,154,142
-29.4352,-23.0056,-37.5592,156,154,142
32.6088,-50.8013,-39.6362,57,70,24
20.4685,33.9200,-29.2326,34,33,28
22.2342,21.5080,-36.8034,76,101,107
-1.0737,39.0917,-38.4740,240,235,232
32.3336,-28.4819,-37.1418,218,228,221
2.0099,26.7470,-37.5426,212,209,202
-13.1507,20.1578,-31.1579,193,191,185
44.4408,2.6299,-37.4100,36,51,85
-1.0359,-24.5775,-33.8228,216,221,227
5.9935,18.7102,-37.7838,208,204,201
-13.6178,-21.4197,-36.7728,185,183,161
14.0570,25.5467,-38.5544,195,199,198
-25.0229,-22.2256,-37.1369,0,0,0
-2.9406,-18.9266,-37.0795,87,111,62
-18.8497,-30.8071,-35.7031,0,0,0
-13.8643,23.1651,-38.1957,137,141,141
-16.0702,-18.4555,-37.2050,91,94,98
-16.5405,-28.6328,-35.7981,118,111,86
-10.8829,-3.4072,-28.3667,100,119,135
-10.8782,-17.1925,-37.1688,212,204,195
29.1933,28.3436,-37.9102,0,0,0
-4.5464,-4.3596,-25.8960,205,148,117
-23.3974,16.0446,-37.9808,109,110,116
-24.3815,13.7162,-37.8957,75,80,92
-4.3537,-1.8125,-25.4201,211,152,115
-14.1257,-27.8201,-35.8173,79,78,76
-19.9884,-21.0343,-37.0344,196,193,184
-21.4764,14.0954,-38.0176,70,76,88
-14.7823,23.2648,-38.1804,77,85,94
-22.5471,-29.9550,-35.7311,108,110,61
-5.4024,-1.5626,-25.4738,202,150,123
-6.5928,11.8703,-37.9143,72,80,86
-10.3748,-17.0655,-37.1621,213,207,196
-8.8525,-16.7199,-37.1636,179,178,167
-8.5681,-16.6433,-37.1692,185,180,171
-3.1164,-19.3620,-36.9982,29,32,19
-17.4322,-9.7013,-37.1965,49,40,15
-14.1205,23.3542,-38.1800,79,89,103
-8.5413,-16.9513,-37.1538,177,167,148
-11.7234,22.8518,-38.1756,69,88,101
-7.9361,-19.3737,-37.0908,158,160,154
-14.3018,-13.5551,-37.1731,226,220,209
-17.2594,-9.7485,-37.1907,198,196,179
-10.9073,-13.1300,-37.1843,161,156,144
-6.9598,-20.4411,-37.0699,175,164,144
-21.1795,14.0966,-38.0336,126,132,135
-13.5003,25.0194,-38.2771,151,155,154
-11.0013,-17.5291,-37.1544,163,156,142
-7.8382,-16.8047,-37.1572,128,119,94
1.4521,-20.8430,-37.1034,106,111,55
-21.0190,-10.5468,-37.1474,104,100,55
49.6954,30.2282,-39.3992,30,18,18
29.7891,27.6533,-37.3833,43,50,40
52.2256,24.7432,-38.2335,14,24,12
-9.9181,-16.9533,-37.1605,102,100,95
14.9005,-5.4792,-35.3148,15,23,8
-9.3005,-17.1422,-37.1494,195,187,162
5.8796,28.5064,-37.1304,20,28,36
-12.6382,33.5382,-38.0769,45,42,18
-1.5343,0.0159,-25.8241,193,122,90
49.5752,-27.8178,-37.4347,76,82,33
31.1702,32.4269,-30.3383,146,147,150
51.8349,-33.8889,-38.7730,182,173,164
48.6058,35.9389,-38.6675,35,38,26
45.1944,-6.9155,-36.6913,78,77,42
46.8660,-27.6217,-37.4494,88,85,45
49.7417,33.6117,-39.5871,52,58,60
48.8284,-34.2482,-38.7205,182,176,164
45.1158,-27.8135,-37.4258,82,86,46
41.2196,-23.4658,-37.0613,231,235,233
41.2196,-23.4658,-37.0613,231,235,233
41.0175,-28.3474,-37.3421,78,92,56
17.2410,41.5152,-27.6966,175,179,178
18.7962,41.1243,-28.8654,214,216,207
38.3111,30.2071,-38.4960,206,208,197
40.8980,-35.9422,-38.5133,149,150,100
39.9688,-32.6141,-38.2198,92,103,46
40.1771,-35.5817,-38.4339,130,113,54
39.3039,-35.7009,-38.4124,125,111,53
39.0675,-36.3884,-38.3139,92,101,27
36.6418,-33.5963,-38.1504,112,125,69
32.0770,-19.8663,-36.6385,108,112,58
33.1793,27.5376,-38.9354,206,202,199
34.1051,-13.0865,-38.3117,136,135,86
46.5783,-0.7102,-37.9103,173,181,176
29.5522,-36.9709,-38.0283,114,101,47
-17.9326,-23.3210,-36.4197,30,57,22
29.1001,-37.4783,-38.0631,141,135,94
25.6210,-35.2104,-37.6613,162,171,166
21.6196,-38.2398,-37.8419,107,92,40
45.1738,-7.2491,-36.5951,172,181,178
15.7427,-19.3508,-36.8233,109,123,50
12.8726,33.0710,-38.0482,45,46,51
13.1129,33.6703,-38.6585,0,0,0
11.4786,-23.4874,-36.2475,116,109,77
39.7857,-8.9188,-37.6186,98,110,46
11.4160,-23.4815,-36.2325,116,109,77
11.6471,-40.1324,-37.1652,74,63,32
5.5778,29.3051,-37.6335,48,55,64
12.5981,-23.3403,-36.2124,189,186,175
9.1820,-18.5254,-37.3178,116,112,48
9.6579,-34.8785,-36.6472,56,75,32
7.3156,-20.6725,-36.7458,73,96,37
6.6935,-21.2407,-36.5166,58,78,21
1.9289,36.3662,-37.4413,184,178,174
-6.0407,-9.2829,-27.2659,40,36,35
-4.9159,-11.9724,-27.9756,41,35,35
7.8552,-36.1679,-36.9185,189,170,130
7.4854,-35.1163,-36.7084,119,111,47
6.1949,-20.8307,-36.9049,157,141,101
6.5951,-35.6576,-36.8213,125,119,49
5.9813,-34.7423,-36.5984,124,126,72
4.4668,-13.3978,-37.3816,54,52,23
-0.7653,-24.0858,-32.1533,173,199,207
3.7460,-35.4039,-36.5107,81,88,40
3.4884,-36.7622,-36.5199,207,196,158
0.9818,-16.8027,-37.1878,105,108,48
-0.1247,-16.6271,-37.0848,165,165,109
-4.3787,30.1607,-38.1648,189,190,186
-3.1282,14.1465,-38.1016,164,158,155
-11.3635,-6.7945,-28.1074,154,82,53
-2.5091,-15.4720,-37.2449,36,46,22
-9.3213,5.3912,-34.4208,99,103,111
-4.0114,-22.8960,-36.8306,84,84,37
-6.1816,-14.0301,-37.1770,100,111,54
-6.8803,-12.1611,-37.1335,225,224,215
-6.7703,-25.9920,-35.9134,97,100,56
-12.2325,35.2699,-38.1207,41,43,45
-12.2387,33.5414,-37.9732,92,93,48
-7.2808,-23.9973,-36.5803,118,115,80
-8.2372,-26.0032,-35.9092,114,100,58
-8.2583,-25.9959,-35.8885,114,100,58
-8.2351,-24.3827,-36.4993,44,46,23
-8.4696,-21.9819,-36.9024,147,126,88
-15.1932,33.8547,-38.1266,20,17,14
-9.7087,-24.6545,-36.4428,53,42,21
-10.5550,-24.3120,-36.7910,114,109,55
-11.4169,-25.0733,-36.5472,71,70,30
-11.7128,-23.9304,-36.7675,163,158,114
-12.6059,-18.1602,-37.1941,49,42,34
-12.3898,-21.6283,-37.0625,174,173,159
-12.9751,-22.5491,-37.0190,176,166,134
-12.8472,-25.1273,-36.6923,97,94,42
-14.1293,-27.6357,-35.7887,161,159,132
-14.1106,-25.4901,-36.5578,150,139,103
-15.0598,-25.3026,-36.6394,129,120,70
-17.9690,-22.1364,-33.9180,21,32,20
-16.1075,-25.4556,-36.6770,157,153,116
-16.2298,-25.4159,-36.7559,80,80,38
-20.9285,-10.7029,-31.9550,17,19,5
-16.5910,-28.2873,-35.7590,180,180,165
-17.1349,-21.7684,-36.9631,0,0,0
-17.7577,-19.5375,-36.6954,130,130,134
-16.9749,-26.0966,-36.6191,145,140,111
-17.4767,-22.2468,-37.0172,73,65,55
-17.6531,-21.3443,-37.0289,56,60,54
-17.7273,-21.6028,-37.0675,54,50,42
-17.3432,-26.2127,-36.6380,66,55,35
-17.7219,-28.0955,-35.7142,146,125,95
-18.3419,-29.1721,-35.6376,153,145,114
-18.7398,-29.4065,-35.6292,176,173,163
-19.6736,-19.1547,-37.2181,169,171,155
-19.3923,-28.7740,-35.6032,107,96,50
-19.7730,-24.5657,-36.1125,16,19,8
-19.5671,-28.9983,-35.6045,140,144,113
-28.3680,-2.3681,-25.0091,225,138,95
-19.6176,-29.3651,-35.5959,177,172,154
-20.2483,-20.2259,-37.0252,204,201,193
-27.7575,-5.8076,-25.7606,88,103,115
-20.3717,-24.7318,-36.3660,16,21,10
-20.5729,-25.5200,-35.8444,36,34,19
-20.5969,-24.7893,-36.3898,23,25,14
-21.8083,-19.4587,-37.1154,188,182,169
-21.2631,-24.5087,-36.9434,134,129,109
-21.6599,-23.5876,-37.0111,163,162,149
-22.2057,-22.1177,-37.0659,171,175,158
-22.3178,-21.5411,-37.0785,174,174,161
-22.0523,-23.6847,-36.9936,175,172,159
-22.4831,-20.8580,-36.9991,27,30,23
-22.1362,-23.3057,-37.0114,183,180,171
-22.1863,-23.1131,-37.0134,176,175,164
-22.5542,-20.4183,-37.1339,173,168,154
-22.5235,-20.6024,-37.1258,170,167,154
-22.2675,-22.7303,-37.0367,169,170,157
-22.3112,-22.5420,-37.0349,166,166,155
-22.7454,-19.7576,-37.1495,183,174,166
-22.4841,-21.7894,-37.0801,168,166,154
-22.6479,-21.0330,-37.1105,184,182,173
-22.6899,-20.8455,-37.1221,178,175,164
-22.6899,-20.8455,-37.1221,178,175,164
-22.7401,-20.6544,-37.1166,179,174,163
-22.7401,-20.6544,-37.1166,179,174,163
-22.4239,-23.7677,-36.9842,172,166,154
-22.3926,-23.9595,-36.9686,169,165,150
-22.4683,-23.5720,-36.9919,173,171,159
-22.5060,-23.3885,-37.0047,173,168,159
-22.5962,-23.0122,-37.0203,170,170,157
-22.8988,-21.6914,-37.0806,179,178,166
-22.9782,-21.3111,-37.0968,176,173,164
-23.0193,-21.1193,-37.0983,174,173,167
-23.1024,-20.7405,-37.1164,181,179,167
-22.9190,-22.5003,-37.0571,168,169,156
-23.1734,-21.3536,-37.0869,179,180,169
-23.1734,-21.3536,-37.0869,179,180,169
-23.2548,-20.9732,-37.1001,184,179,166
-23.3002,-20.7870,-37.1135,178,173,162
-23.3002,-20.7870,-37.1135,178,173,162
-23.3310,-21.5992,-37.0815,185,182,173
-23.4036,-21.2104,-37.0956,182,184,170
-21.8761,-27.4594,-35.8997,35,46,19
-23.4036,-21.2104,-37.0956,182,184,170
-23.4950,-20.8320,-37.1122,181,176,165
-27.2195,17.3439,-37.9061,129,102,80
-25.0156,-21.3685,-37.0422,182,179,171
16.7999,47.2048,-35.4908,166,185,203
-25.0156,-21.3685,-37.0422,182,179,171
-25.1860,-23.8692,-36.8972,121,119,83
17.3788,40.2060,-31.9901,46,55,62
-25.3269,-24.7510,-36.7351,159,157,149
-5.0122,42.7166,-38.5322,140,149,146
-25.8081,-21.3680,-37.0559,166,166,157
-26.2901,-21.0732,-37.0300,170,169,164
-26.3133,-21.8677,-36.9897,174,174,166
3.4166,29.1998,-36.9568,177,191,209
-26.4781,-21.1140,-37.0240,169,170,161
-13.0980,-27.5403,-35.7860,202,195,185
-26.6345,-20.6604,-37.0475,160,154,147
-12.7558,-26.1708,-35.8604,40,54,23
-29.1782,-15.2670,-37.0924,167,166,164
-28.1490,-23.0172,-36.7127,157,158,151
51.2642,-34.7772,-38.5238,68,74,31
43.6774,5.9822,-35.8110,194,185,172
27.9703,32.0572,-29.7364,177,175,177
46.4670,-26.9820,-37.4237,152,145,126
43.8318,-4.7050,-37.5116,85,90,29
45.8013,-32.3040,-38.4144,115,121,63
46.0421,-35.1999,-38.5080,74,75,28
43.6487,-34.8006,-38.5039,182,176,170
38.8903,-16.7764,-36.6180,86,114,55
43.1150,-35.6396,-38.6189,177,173,127
39.7075,-14.5221,-37.5648,132,129,67
19.1939,41.0766,-28.9147,33,32,38
19.4002,40.0679,-29.2639,73,88,97
39.2897,-7.3906,-38.0888,130,116,64
40.9362,-35.5660,-38.5023,122,110,54
37.2019,33.7917,-38.2910,204,204,195
36.3201,30.8129,-38.1791,135,160,173
19.7735,36.0210,-30.0941,67,74,77
19.6598,38.8787,-30.1787,59,72,73
19.4484,39.7972,-30.1274,62,63,67
17.9967,39.8115,-30.3671,123,125,127
35.0129,-9.7803,-38.0224,162,152,150
33.1206,-28.3823,-36.8986,159,150,131
34.3863,-36.3698,-38.2249,114,104,40
17.6669,32.6867,-32.9784,61,68,79
17.5106,36.2304,-33.1024,47,56,61
17.3645,37.8794,-33.1492,53,53,59
27.3248,-11.9262,-37.5976,126,76,62
28.4754,-37.1969,-38.0454,119,107,46
17.8296,32.0958,-34.4443,170,187,199
16.6494,51.4980,-35.0615,63,71,87
25.4729,-38.1592,-37.9370,152,138,91
17.2612,38.0251,-36.1148,26,29,31
22.3939,-35.5084,-37.5879,107,112,56
16.6032,-17.6421,-35.0688,21,36,17
0.5764,-2.2996,-25.4749,224,169,136
18.6209,-31.0249,-36.7766,168,168,158
16.9367,-18.2966,-36.9575,36,55,25
15.5706,-18.4118,-36.4375,117,134,39
12.9152,31.8596,-38.0751,203,203,184
13.8067,19.0922,-38.3404,204,203,200
13.7002,-17.4422,-37.5295,108,114,47
13.4470,-19.1912,-37.2818,147,134,78
12.2904,-19.2248,-37.1885,80,94,40
-5.2877,-1.5481,-25.4185,213,145,107
11.1341,-17.8576,-37.3639,111,104,42
10.1383,-18.0530,-37.2743,155,143,96
5.9441,24.9688,-37.7417,173,148,128
8.8001,-19.3546,-37.2095,135,142,86
8.3707,-19.4762,-37.3291,108,106,43
3.8319,-15.9739,-34.1107,38,50,20
7.7399,-20.1081,-37.1050,108,103,45
8.7326,-36.6423,-36.6759,106,120,61
4.9232,-24.3565,-36.0533,86,89,20
-0.2781,28.5394,-36.3537,28,33,36
0.7812,37.8184,-38.2936,150,150,161
5.9764,-35.0571,-36.6749,166,163,115
-4.0856,40.9392,-34.7216,164,169,170
-11.8174,35.7143,-37.2544,60,72,79
-9.0833,42.2023,-36.5458,127,130,130
1.6606,-15.5724,-37.2290,142,138,85
-4.6394,-19.4624,-30.8869,43,54,18
-11.1236,-9.1267,-26.9552,156,116,98
-10.7238,-2.7198,-31.0744,167,183,198
-0.8250,-25.2042,-35.9041,0,0,0
3.1318,-16.1848,-34.0059,117,139,62
-0.8487,-24.8551,-35.9892,99,99,48
-1.3428,-23.1537,-35.9148,144,158,99
-3.6152,13.6193,-38.1079,0,0,0
-9.1000,-21.3193,-37.0437,219,200,177
-4.7417,-15.0984,-37.1599,126,128,62
0.1407,-23.6056,-35.7530,163,155,126
-4.5006,-20.2415,-36.9138,66,66,32
-12.7329,33.7529,-37.6180,98,107,60
-11.0395,1.7149,-36.3199,183,193,186
-12.7361,-25.4402,-36.3025,38,47,15
-12.3955,19.6109,-38.0688,53,57,38
-14.9147,33.3960,-37.8948,64,84,30
-9.4118,-22.3515,-36.7767,153,119,79
-16.4725,34.3461,-37.7409,41,49,44
-10.8884,-22.9065,-36.2875,56,47,37
-13.4142,-18.3323,-37.1736,152,139,123
-13.2143,-23.1395,-36.9838,146,123,82
-14.0885,-27.7320,-35.9182,0,0,0
-15.1840,-27.7135,-35.7802,90,88,44
-16.5495,-18.9066,-35.7888,41,47,57
-15.4733,-25.9838,-36.4941,92,77,41
-16.2632,-27.5304,-35.8349,72,86,43
-17.5393,-22.0272,-37.0785,148,141,131
-18.3977,-28.0796,-35.7112,128,111,91
-18.8637,-19.3602,-37.0959,142,120,71
-18.6623,-26.6361,-36.1132,36,34,15
-18.7766,-25.7807,-36.3942,68,77,43
-18.9531,-29.2855,-35.6122,137,128,100
-26.0141,27.6627,-38.2407,184,190,192
-26.1376,25.5649,-37.6947,192,195,190
-19.7570,-28.6173,-35.5824,93,96,51
-20.3764,-29.4766,-35.7371,167,165,148
-21.3020,-23.6522,-36.1842,38,53,58
-21.8058,-23.0940,-36.7032,25,24,19
-27.0996,17.3100,-37.9717,131,98,79
-21.9526,-25.2050,-35.9911,64,75,46
-27.4599,15.8813,-37.9688,194,189,186
-27.4599,15.8813,-37.9688,194,189,186
-21.9175,-29.9829,-35.7345,175,169,156
-31.5222,-5.8392,-25.7036,89,98,118
-30.7283,-11.3700,-29.0526,219,137,109
-32.7267,-5.6290,-25.6086,109,109,127
-32.6108,-6.9829,-25.9655,110,112,119
43.1201,14.2883,-37.5870,173,174,167
44.2497,-32.3570,-38.2383,113,125,64
17.0640,42.3327,-27.7892,83,91,89
20.1138,40.9436,-29.3389,47,54,64
18.6051,48.2532,-28.9194,33,29,43
20.2408,33.1548,-29.6079,65,60,67
38.5377,-9.3887,-37.8413,104,97,45
39.4717,-5.6725,-38.4298,196,186,175
35.6518,-10.4286,-37.2965,58,83,101
35.6435,-10.4281,-37.2902,58,83,101
18.1586,41.2260,-30.4315,154,162,155
32.2856,27.8981,-37.3675,243,248,249
12.2036,-5.8655,-26.7294,117,119,131
26.3747,-17.0504,-34.4662,93,123,59
17.9740,35.2145,-31.8211,66,72,68
27.7728,29.8718,-37.9263,30,50,24
29.7821,-29.2268,-37.0720,146,133,122
17.3020,39.5730,-32.8270,81,93,105
16.8149,41.1209,-33.4628,117,153,175
17.1254,40.9891,-34.5448,157,185,200
27.6090,-38.4783,-37.9094,99,127,68
24.4489,-38.3942,-37.8217,71,70,31
16.3146,47.4804,-37.7236,208,217,222
0.5203,-0.9188,-25.4084,160,70,51
0.1408,-1.3064,-25.2956,218,147,105
16.9371,-17.9636,-36.0420,23,33,16
18.5279,-31.4746,-37.0020,149,134,104
18.8083,-36.0154,-37.4547,101,112,45
15.6913,-18.0702,-37.3874,39,49,23
8.1392,38.1892,-37.8411,195,194,190
11.9995,-19.1395,-37.2794,130,132,71
10.0616,-21.9064,-36.0135,119,120,53
9.5128,-22.7071,-36.2359,119,129,76
8.6873,-22.3708,-36.1661,105,112,46
6.0852,31.9598,-38.0795,74,88,104
10.0375,-36.1477,-36.8376,46,69,27
-7.8126,-2.1640,-25.1524,48,47,43
8.7529,-34.9300,-36.6932,80,89,44
0.3802,37.9644,-37.1927,109,118,124
1.1907,36.9620,-38.0665,145,146,149
0.2182,37.8196,-38.0342,141,148,150
3.8746,-13.7948,-37.3188,49,49,23
-0.2160,-24.8946,-33.0714,181,190,172
-0.9142,24.5878,-37.1661,43,49,26
-2.7944,29.9020,-37.0443,38,53,57
1.2156,-16.4607,-37.2039,148,146,96
-2.9409,-15.0554,-37.1680,131,121,54
-10.8316,-5.3772,-30.8938,79,38,47
-11.5497,33.5676,-38.2183,128,107,87
-11.7674,5.2315,-34.5033,212,215,217
-12.4375,33.6575,-37.8184,75,83,48
-10.5710,-7.2160,-34.5556,215,223,226
-6.9633,-20.4363,-37.0790,163,154,134
-10.9041,18.0619,-38.1383,184,184,182
-7.5201,-22.6603,-36.6085,147,143,103
-7.8777,-24.3152,-36.4228,58,73,40
-7.8938,-23.3635,-36.8393,153,137,103
-10.7090,7.0506,-37.9220,102,102,100
-10.5616,-8.0740,-35.8128,71,74,88
-15.1273,18.4623,-34.2345,94,117,63
-12.2040,18.9561,-38.1375,142,138,129
-14.5626,-26.4843,-35.9748,38,43,22
-16.6478,-28.7104,-35.8043,160,145,115
-17.6504,-25.8390,-36.6436,82,80,44
-20.1958,-20.2478,-36.7671,32,41,16
-20.0808,-21.0585,-37.0067,199,198,187
-20.3993,-24.8975,-36.1286,19,20,18
-20.1465,-29.7184,-35.7182,152,143,115
-25.6094,-25.5917,-36.9564,126,119,101
49.6986,-34.8592,-38.4851,57,62,26
48.7379,20.8033,-38.9566,44,40,37
42.6312,-8.9064,-36.9172,204,204,192
1.8087,24.5196,-37.5921,48,42,34
42.6312,-8.9064,-36.9172,204,204,192
19.9495,38.6033,-29.2337,25,23,25
37.3838,28.7773,-39.0238,161,155,84
37.5623,-32.5674,-37.8857,130,122,62
38.1584,-33.2914,-38.1949,123,128,62
2.7001,28.0723,-37.4134,101,115,124
34.4916,-37.0628,-38.0644,73,85,37
10.2394,-21.6730,-36.1250,140,163,116
26.5959,-33.3132,-37.4125,63,88,38
16.5152,51.7814,-35.4727,196,211,216
-13.0905,35.5877,-37.9513,119,128,135
13.8526,-20.7902,-36.3153,62,82,32
10.6776,-21.6565,-35.9829,155,157,106
10.9273,-18.6233,-37.3640,161,153,90
3.2039,-14.7668,-35.4566,37,42,19
5.6845,-23.5106,-36.1123,100,108,51
-1.3688,-15.5195,-37.1609,114,115,60
3.8581,-16.6290,-37.3295,87,94,37
-13.6465,19.4554,-37.8935,34,47,20
-10.7581,-2.7440,-31.0185,158,176,189
-10.8661,-2.7793,-31.8022,172,185,197
-10.2514,34.7519,-38.4565,242,237,241
-11.9640,33.8567,-37.9809,207,207,201
-10.9367,1.9846,-36.3853,235,234,230
-8.2324,-24.0496,-36.5940,92,90,38
-11.3183,3.4060,-37.4082,116,112,100
-9.9269,-17.2515,-37.1287,190,188,172
-9.6109,-22.2465,-36.8592,59,55,22
-15.7486,20.1201,-37.9971,39,42,23
-16.1777,-25.7512,-36.6603,92,98,46
-17.3520,-27.3743,-36.2022,83,97,46
-18.8310,-29.1474,-35.8193,186,179,161
-27.0677,18.2090,-37.8542,172,173,168
-22.0109,-21.2956,-36.7259,240,244,249
-27.6242,16.6402,-37.9301,163,158,149
-30.5169,17.2576,-36.0614,141,147,159
-30.7382,16.8164,-36.9052,128,137,140
-24.9173,-23.6226,-36.9661,119,110,89
-27.4175,-26.2885,-37.0317,0,0,0
42.2980,-13.7982,-36.3205,191,186,178
19.9861,31.0866,-28.3723,219,223,226
19.3451,41.0228,-29.1143,42,45,53
36.8278,31.0007,-37.6159,162,180,182
26.2158,-38.1360,-37.7544,61,76,19
21.0803,-17.2754,-36.2122,41,60,28
17.3461,-18.4274,-36.6644,129,148,72
12.9960,39.2871,-36.9151,199,197,185
17.5256,-32.6801,-36.4360,83,110,52
17.6234,-36.2302,-37.5388,97,114,43
2.1315,36.1103,-32.5456,91,41,42
2.1567,36.1373,-32.5675,91,41,42
12.5293,-19.8515,-36.8970,83,103,37
11.8427,-19.7515,-37.1631,78,81,31
5.6287,28.4060,-37.7567,16,20,20
1.5047,36.5145,-35.1541,112,118,124
1.2707,36.9074,-35.2270,106,111,112
-1.4694,39.5305,-35.3783,99,108,117
1.7608,36.6545,-38.0082,145,156,155
0.3492,28.3803,-36.7966,25,30,33
0.9509,37.6539,-38.1399,160,174,177
1.2065,24.5739,-38.2269,204,203,200
-4.3531,41.1197,-35.1178,103,111,120
-1.0122,39.1695,-38.0828,151,154,153
-2.2969,26.1396,-37.4724,138,147,86
-3.2061,-24.9138,-36.0127,96,102,58
-3.6804,-24.0041,-35.9767,53,71,29
-4.3724,-20.9989,-36.1367,75,64,61
-4.2970,-15.9945,-37.0492,111,126,57
-10.6401,-7.4988,-33.0719,70,69,65
-10.8429,-2.7966,-34.1824,162,175,187
-8.8233,-22.2698,-37.0229,0,0,0
-10.1324,-26.0918,-35.7567,138,134,89
-13.6042,-26.2484,-35.8940,29,40,21
17.0440,41.1420,-29.2901,103,128,148
6.1642,24.9364,-38.3137,210,200,193
-8.5271,-25.6327,-35.9561,154,142,99
-17.4541,33.2500,-38.5831,54,71,25
-26.4931,17.2764,-37.7585,115,69,51
40.6474,-8.2838,-37.2514,25,45,25
40.8960,-6.9810,-37.5977,26,37,15
39.4214,-17.5476,-36.8445,77,106,40
32.0147,32.3907,-36.1821,235,240,243
36.8346,30.1467,-38.8709,82,106,56
30.9211,27.9199,-37.0107,246,248,250
17.6558,35.8284,-31.9754,27,27,28
28.4292,-14.5872,-36.2988,224,228,225
16.7058,48.1489,-34.2954,202,212,221
14.7563,-34.7583,-36.7805,63,91,37
10.4410,-34.1421,-36.2507,81,103,41
10.8682,-39.8405,-36.7722,75,71,33
-9.1576,-4.0375,-25.4457,48,46,48
-2.3893,39.6223,-37.7875,113,119,133
-11.2610,-3.2497,-26.0975,21,21,19
-11.2842,1.9779,-29.0556,29,34,37
-11.1882,1.0592,-29.0460,32,36,37
-9.4003,-26.8400,-35.7642,201,195,183
-11.5983,3.2777,-37.8733,220,217,206
